text,clean_text,sentiment
Salam untuk kaum muda. Hormat pada yang tua. #AHY,salam kaum muda hormat yang tua,neutral
"Langkah ""Kuda"" Agus Yudhoyono -> #AHY #SBY #PartaiDemokrat #Pilakada #DKIJakarta",langkah kuda agus yudhoyono,neutral
Aku pada #AHY pemimpin muda,pada pimpin muda,neutral
"#AHY adalah Inspirasi Kaum Muda... ""GERAKAN INDONESIA MUDA"" menuju INDONESIA EMAS",inspirasi kaum muda gera indonesia muda tuju indonesia emas,neutral
Setia pada #AHY sebab politik Indonesia perlu ada regenerasi yg MATANG agar jgn ada lagi kutu loncat,setia sebab politik indonesia perlu regenerasi matang jgn NOT_lagi NOT_kutu loncat,neutral
"Wartawan tanya apa u Pilkada 2018 mendatang, Mas akan ikut? Dijawab Mas #AHY sampai skg belum terpikir u ikut Pilkada lainnya",wartawan tanya apa u pilkada datang mas ikut jawab mas skg pikir u ikut pilkada lain,neutral
insya allah tidak mendahului Tuhan..bakal ada yg nglamar #AHY ...,insya allah dahulu tuhanbakal yang nglamar,neutral
Terimakasih kpada pendukung #AHY yang tlah memberikan suaranya kepada | #SemogaAmanah #JakartauntukRakyat,terimakasih kpada dukung tlah beri suara,neutral
bisa dipastikan sebagian besar voter #AHY akhirnya memilih #pilkadaDKI #indonesia #saveNKRI,pasti bagi besar voter akhir pilih,neutral
Suara pemilih #AHY pada putaran ke 1 terlihat memilih paslon no 3 pada puataran ke dua kali ini. Selamat Jakarta punya gubernur baru.,suara pilih putar lihat pilih paslon no puataran dua kali selamat jakarta punya gubernur baru,neutral
AHY Bergaya Sporty ke TPS #AHY #TPS #PilkadaDKI #lampost,ahy gaya sporty tps,neutral
"Saat #PilkadaDKI Putaran Pertama, kita melihat bgm #AHY menunjukkan kelasnya sbg pemimpin yg berbesar hati",putar pertama lihat bgm tunjuk kelas sbg pimpin besar hati,neutral
Sebagian kecil pendukung #AHY ada yg dukung Ahok. Basis massa mayoritas kemungkinan lebih pilih Anies. Kunci kemenangan tipis bagi Anies.,bagi kecil dukung yang dukung ahok basis massa mayoritas mungkin lebih pilih anies kunci menang tipis anies,neutral
Bagaimana pun suara Pendukung #AHY akan menentukan kemenangan salah satu Paslon.,bagaimana suara dukung tentu menang salah satu paslon,neutral
"bu Sylvi adalah contoh keberanian betawi utk dalam bersikap, ngga ngambang atau banci. Contoh perempuan betawi tulen !",bu sylvi contoh berani betawi utk sikap ngambang banci contoh perempuan betawi tulen,neutral
"saya putaran pertama dukung ibu dan mas agus,, yah lebih baik kalah dengan terhormat daripada menang karena curang",putar pertama dukung ibu mas agus yah lebih baik kalah hormat menang curang,neutral
"Begitu tulus, begitu menyenangkan... Insyaallah ada jalan bu",tulus senang insyaallah jalan bu,neutral
"WalauPun kau kalah,Kami tetap bangga sekali padamu #AHY,JalanMu masih panjang,Kesuksesan yang lebih baik menantimu Disaat yang tepat.",walaupun kau kalahkami tetap bangga sekali pada jalan panjangkesuksesan lebih baik nanti saat tepat,neutral
Aku dari dulu Agus Harimurti Yudhoyono Lovers #AHYLovers Dari dulu Annisa Larasati Pohan Lovers #ALPLovers Bukan mendadak #AHY,dulu agus harimurti yudhoyono lovers dari dulu annisa larasati pohan lovers bukan NOT_dadak,neutral
Terkadang sikap dewasa justru diajarkan oleh yang paling muda <THUMBS UP> <SMILING FACE WITH HEART-EYES> #A1 #AHY #Awesome,terkadang sikap dewasa justru ajar yang paling muda thumbs up smiling face with hearteyes,neutral
"Dengan kecerdasan, nasionalisme dan jiwa pancasilais yang dimiliki, #AHY bisa dikatakan memiliki Jiwa Santri, walaupun belum pernah mondok",cerdas nasionalisme jiwa pancasilais milik kata milik jiwa santri walaupun pernah mondok,neutral
Walaupun aku pendukung Anies Sandi <OK HAND> Tapi bangga dengan jiwa besar AHY Silvy Masih ada 2019 Prabowo AHY <FOLDED HANDS> <FOLDED HANDS>,walaupun dukung anies sandi oke hand bangga jiwa besar ahy silvy ada prabowo ahy folded hands folded hands,neutral
"AHY Sylvi selalu menang dalam hati kami pendukungnya, dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>",ahy sylvi selalu menang hati dukung ada ahysylvi buat panik ketar tir luar biasa kubu sana folded hands folded hands,neutral
Kemenangan Anis Sandi <OK HAND> Adalah Kemenangan AHY Silvy dan Kaum Pribumi <HUGGING FACE> <HUGGING FACE>,menang anis sandi oke hand menang ahy silvy kaum pribumi hugging face hugging face,neutral
Masih banyak yang bisa diperbuat AHY Silvy untuk kemaslahatan bangsa ini...,banyak bisa buat ahy silvy maslahat bangsa,neutral
benar kata mas #ahy #AniesTidakKonsisten #boongYa #DebatFinalPilkadaJKT #menolaklupa,benar kata mas,neutral
"[HEBOH] Pentolan band Coldplay asal Inggris, Chris Martin, memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017.",heboh pentol band coldplay asal inggris chris martin beri dukung pasang agussylvi pilkada jakarta,neutral
Karena politik adalah bagian dari kehidupan... meski jangan terlalu banyak <Smiling Face With Smiling Eyes>,politik bagi hidup meski jangan NOT_terlalu NOT_banyak smiling face with smiling eyes,neutral
"Heboh, AHY muncul dengan penampilan baru #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional",heboh ahy muncul tampil baru,neutral
Jiwa besarnya teladan bagi kita semua... <Oncoming Fist> <Oncoming Fist> <Face Blowing a Kiss>,jiwa besar teladan kita semua oncoming fist oncoming fist face blowing a kiss,neutral
Semua tetap berharap pada #AHY. Semoga semakin bersinar. Aamiin! <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,semua tetap harap moga makin sinar aamiin smiling face with smiling eyes smiling face with smiling eyes,neutral
"Bukan kah #AHY sdh menunjukkan Jiwa besar dalam hasil Pilkada yang sulit, sungguh tidak sulit untuk deklarasi ini",bukan NOT_sudah NOT_tunjuk jiwa besar hasil pilkada sulit sungguh sulit deklarasi,neutral
"Catat, Warga DKI Bakal Segera Merasa Kehilangan Ahok #PilkadaDKI2017",catat warga dki bakal segera rasa hilang ahok,neutral
"Kalau saja #AhokMenang dalam #PilkadaDKI2017 maka jelas warga DKI cukup cerdas, tak mudah diprovokasi isue SARA, tapi kok..#GombalinAhok",kalau dalam jelas warga dki cukup cerdas tak NOT_mudah NOT_provokasi isue sara,neutral
"Hari ini kalah di #pilkadadki2017 , besok kalah dipengadilan. #penjarakanahok",hari kalah besok kalah adil,neutral
"Sedih, kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya. #pilkadadki2017 #AhokKalah",sedih hilang sosok gubenur jujur kerja keras layan warga,neutral
Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI #seruji #fokus #pilkadadki2017,ahok kalah telak seluruh tps ada wilayah fpi,neutral
Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos #seruji #fokus #pilkadadki2017,ahok menang tipis tps tempat habib rizieq coblos,neutral
"Langsung deh, cuitan curang lah, black campaign lah, nongol.. Katanya legowo, itu demokrasi bukan namanya hahaa #pilkadadki2017",langsung cuit curang black campaign nongol kata legowo demokrasi bukan NOT_nama NOT_hahaa,neutral
Hasil TPS 011/010 RW 002 di kelurahan Pela Mampang saya sedih lihatnya. #pilkadadki2017 #ahokdjarot,hasil tps rw lurah pela mampang sedih lihat,neutral
"#pilkadadki2017 masa tenang aja masih ada yang curang, apalagi pemilihan yaa hati2 aja, awasin tuh yang kemarin ketahuan bagi2 sembako",masa tenang ada curang pilih yaa hati awasin kemarin tahu sembako,neutral
Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin,akan beri tunjuk orangorang zalim tetap haram pimpin kafir,neutral
Jangan harap Jakarta bebas korupsi kalau suaramu saja masih bisa dibeli #muslimvotemuslim #OTTSembakoAhok #pilihanmumasadepanmu #pilkadadki2,jangan NOT_harap NOT_jakarta bebas korupsi kalau suara masih beli,neutral
"Syukur, lembar C6 sudah di tangan. Tidak sabar mau colok matanya Ahok. #PilkadaDKI2017",syukur lembar c di tangan sabar mau colok mata ahok,neutral
"#Sembako itu kan rejeki #ahoker , kasihan mereka yang sudah dukung #ahokdjarot tapi tidak dapat #sembako . #pilkadadki2017.",rejeki kasihan yang dukung tidak,neutral
Ahokers tukang plintir...lihat nehh!! #PilkadaDki2017,ahokers tukang plintirlihat nehh,neutral
"#SelamatHariSembako kepada warga #Jakarta yang merayakannya. Terima sembakonya, jangan pilih pemberinya. #pilkadadki2017",warga raya terima sembakonya jangan NOT_pilih NOT_beri,neutral
Tidak rumit membedakan antara yang hitam dan putih dalam #PilkadaDKI2017 Sangat jelas siapa yang paling doyan gaduh,rumit beda hitam putih sangat jelas siapa yang paling doyan gaduh,neutral
Harus dan pasti Gubernur baru... Yang lama udah bosan #pilkadadki2017,dan gubernur baru lama bosan,neutral
"Kalau saya warga DKI, maka saya akan ikut pesan Rasulullah SAW untuk menyerahkan segala sesuatu pada ahlinya. #pilkadadki2017 cc",kalau warga dki saya ikut pesan rasulullah saw serah segala pada ahli cc,neutral
"Kalau Ahok lawannya Djarot, aku mungkin pilih Djarot karena memang Ahok perlu belajar lebih baik mengenai humas dan diplomasi #PilkadaDKI201",kalau ahok lawan djarot mungkin pilih djarot memang ahok perlu ajar lebih baik kena humas diplomasi,neutral
"#Apakah ini hoaks Ingat, Muktamar NU Sudah Wajibkan Nahdliyin Pilih Pemimpin Muslim #PilkadaDKI2017",hoaks ingat muktamar nu wajib nahdliyin pilih pimpin muslim,neutral
Jangan biarkan ini terjadi!! #Gue2 #BaDjaUntukJakarta #pilkadadki2017,jangan NOT_biar NOT_jadi,neutral
#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat #AhokDjarot #PilkadaDki2017,kan kronologi usir diri sholat jumat,neutral
Hanya iblis yang ingin menghalang-halangi manusia yang mau beribadah di masjid. Tetap semangat ya pak Djarot...!! #garagaraPILKADA #pilkadaD,iblis ingin menghalanghalangi manusia mau ibadah masjid tetap semangat pak djarot,neutral
Dilarang Pilih Cagub Nonmuslim? Habib: Pilih Djarot! #PilkadaDKI2017,larang pilih cagub nonmuslim habib pilih djarot,neutral
Aneh dan makin aneh.. Sesama umat sendiri di usir #PILKADA #pilkadadki2017,aneh makin aneh sama umat sendiri usir,neutral
bagi2 sembako gratis tim itu melanggar Pasal 73 Ayat 1 UU No.10 Thn 2016 #pilkadadki2017,sembako gratis tim langgar pasal ayat uu no thn,neutral
MUI Sesalkan Pemberian Gelar Sunan untuk Ahok #Nasional #MUI #PilkadaDKI2017,mui sesal beri gelar sunan ahok,neutral
"kemungkinan yang saya lihat, #Ahok kalah di #pilkadadki2017 lebih besar daripada menang.",mungkin saya lihat kalah lebih besar menang,neutral
Pengamat: Polisi Terkesan Berpihak Pada Ahok #seruji #fokus #pilkadadki2017,amat polisi kes pihak ahok,neutral
Kubu BaDja Sindir Anies Soal Spanduk Jakarta Bersyariah - #PilkadaDki2017 #Ahok-Djarot #AniesBaswedan #Ahok #Jakarta,kubu badja sindir anies soal spanduk jakarta bersyariah djarot,neutral
Virall.bocah ini injak2 baju kotak2 karena merasa kecewa #WINGSTourInJakarta #pilkadadki2017 #FreeAhok,virallbocah injak baju kotak rasa kecewa,neutral
Mulut #ahokers semakin jorok itu pertanda suara Anies semakin kuat di #pilkadaDKI2017 #YangBikinBerantem,mulut makin jorok tanda suara anies makin kuat,neutral
Jika PKB dukung #AhokPenistaAgama di #PilkadaDKI2017 putaran ke2 maka siap-siap saja ditinggalkan pemilih umat Islam di pemilu 2019.,pkb dukung putar maka siapsiap tinggal pilih umat islam milu,neutral
"Pak Djarot menangis, pimpin #NyanyianUntukAhok. Ada apa ya? Cek #AhokDjarot #BalaiKota #VisuallyYours",pak djarot menang pimpin apa cek,neutral
"Ohh jadi mereka itu tertib karena #AhokDjarot ya, terus ada gub baru mereka tidak tertib lagi",ohh jadi itu tertib terus gub baru tidak NOT_tertib,neutral
Ada tangis sedih Pak Djarot pd #ParadeNyanyianUntukAhok yg dipimpin di Balai Kota. Cek #AhokDjarot,tangis sedih pak djarot pd pimpin balai kota cek,neutral
Lebih mulia buruh di Sidoarjo dari pada buruh yang demo dan bakar2 karangan bunga pemberian masyarakat untuk pak #AhokDjarot,lebih mulia buruh sidoarjo pada buruh demo bakar karang bunga beri masyarakat pak,neutral
Buahahahhaha!! Emang siapa yang merayakan? Bisa gak pendukungmu merayakan tanpa di bayar? #AhokDicintaiRakyat #AhokDjarot #Ahok,buahahahhaha memang siapa raya tidak NOT_dukung NOT_raya di bayar,neutral
#ahokdjarot #kpudkijakarta #sumarmo Saksi Ahok-Djarot Tolak Tandatangani Rekapitulasi Suara Pilkada,saksi ahokdjarot tolak tandatangani rekapitulasi suara pilkada,neutral
"Bagaimana dengan #AhokDjarot Pak ? Mereka, khususnya #Ahok di abused tiap hari oleh kaum Islamist radicals",bagaimana pak khusus abused tiap hari kaum islamist radicals,neutral
"Bawa #Ganja, #Polisi Ciduk #Penyanyi Pro #Ahok #AhokDjarot #iwak #anies #AniesSandi #PilkadaDKI #pilkadajakarta",bawa ciduk pro,neutral
"Takjub sebegitu besarnya cinta warga DKI pada #AhokDjarot , geli sama kalimat-kalimat dalam #karanganbungaahok .",takjub begitu besar cinta warga dki geli sama kalimatkalimat,neutral
Salah satu faktor kekalahan kita adalah kurang kompak dalam memukul balik isu agama #AhokDjarot,salah satu faktor kalah adalah kurang kompak pukul balik isu agama,neutral
"#AhokDjarot, untuk yang menang kerja aja dulu jangan banyak nuntut. Belom belom kok banyak maunya. #Jakarta #tanyakenapa",yang menang kerja dulu jangan NOT_banyak NOT_nuntut belum NOT_banyak NOT_mau,neutral
"Makin stress! Dipikiran cuma duit, itung : 4000 bunga x Rp 200.000 udah berapa dananya?? Tapi cinta ke #AhokDjarot melebihi materi",makin stress pikir cuma duit itung bunga x rp berapa dana cinta lebih materi,neutral
saya sarankan di DPR bikin PANSUS KARANGAN BUNGA atau undang LSM untuk bentuk TIM PENCARI FAKTA KARANGAN BUNGA dari pada jadi gila,saran dpr buat pansus karang bunga undang lsm bentuk tim cari fakta karang bunga pada jadi gila,neutral
seBentar lagi pada komen apa nih Mas ? Settingan ? Pencitraan ? Apa disuruh Ahok lagi ? Hahaha #AhokDjarot,sebentar pada komen apa mas settingan citra apa suruh ahok hahaha,neutral
Kita gembira atas bunga2 buat #AhokDjarot kaga juga bahas2 soal A&S tapi kenapa yang benci tetep fokus sama #Badja yaaa? Perhatian kalian,gembira atas bunga buat kaga bahas soal as kenapa benci tetep fokus sama yaaa perhati kalian,neutral
"Para pendukung yang menang pada stres ni ya melihat Kembang ke AhokDjarot, Hati Rakyat tidak bisa dibohongi MENANGLAH KARENA MENANG.",dukung menang stres ni lihat kembang ahokdjarot hati rakyat bisa bohong menang menang,neutral
"Mungkin seperti ini ya rasanya dipaksa putus,lantas dikawin paksa sama bandot bini 5.susah move on-nyah. #pilkadajakarta #AhokDjarot",mungkin ini rasa paksa putuslantas kawin paksa sama bandot bini susah move onnyah,neutral
"kira kira kalau karangan bunga ahok-djarot nyasar ke rumah anis, orang orang bakal ngomong apa ya? #AhokDjarot #orangkokbisanyinyirbgt",kira kira kalau karang bunga ahokdjarot nyasar rumah anis orang orang bakal ngomong apa,neutral
Tidak masuk MURI? Mungkin bisa diusulkan masuk #AhokDjarot #badja #indonesiahebat,masuk muri mungkin usul masuk,neutral
Wah galon #AdaAQUA nya banyak pak.. Saingan ni ye sama bunganya pak #AhokDjarot,wah galon banyak pak saing ni ye sama bunga pak,neutral
"Hati hati komentar tentang #AhokDjarot #kalahpilkada, ujung2nya anda dituduh NYINYIR",hati hati komentar ujung tuduh nyinyir,neutral
Yang dilantik Oktober nanti bisa kayak gini gak #AhokDjarot #AhokMandiKembang,lantik oktober bisa gin,neutral
Yang menang pilkada itu #AniesSandi yg kebanjiran ucapan selamat dan karangan bunga #AhokDjarot - fenomena alam,menang pilkada yang banjir ucap selamat karang bunga fenomena alam,neutral
"Daripada kirim karangan bunga, mending bikin acara bagi bagi sembako #AhokDjarot #kalahpilkada",kirim karang bunga mending buat acara bagi sembako,neutral
Haha.. Kayaknya sebentar lagi ada banyak bunga tandingan nih #AhokDjarot,haha kayak sebentar ada banyak bunga tanding,neutral
"saran aja pak, biarkan kalo masih ada aja yang ngiri, bapak nganan aja Takut bikin macet kalo bapak ikutan ngiri #AhokDjarot",saran pak biar kalau ada ngiri bapak nganan takut buat macet kalau bapak ikut ngiri,neutral
"Ya ampun Pak, rasanya kok sesek yah dada ini ngelawan bangsa sendiri..... Apalagi masalahnya issue sara... #AhokDjarot tak terganti",ampun pak rasa sek yah dada ngelawan bangsa sendiri masalah issue sara tak NOT_ganti,neutral
Apakah KAFIR itu TIDAK Berlaku lagi JIKA .....???? #ask #AhokDjarot #aniessandimenang,kafir tidak NOT_laku NOT_jika,neutral
"yang simpatik aja segini, yang ga simpatik seberapa yak #ahok4RI #ahokdjarot",simpatik gin tidak NOT_simpatik NOT_berapa yak,neutral
"Lambang matinya akal waras di Indonesia, ketika fitnah mengendalikan kita #Ahok #ahoktumbang #pilkadajakarta #AhokDjarot",lambang mati akal waras indonesia fitnah kendali,neutral
"#DebatFinalPilkadaJKT #AhokDjarot #jakartakerja Debat kok beretorika, program kok berwacana... Yang adil tidak korupsi sajalah",debat retorika program wacana adil korupsi saja,neutral
"Ancam Polisikan, Sutradara Video Rasis Kampanye Ahok-Djarot Minta Bayaran Sesuai Kontrak #News #AhokDjarot",ancam polisi sutradara video ras kampanye ahokdjarot minta bayar sesuai kontrak,neutral
Saya mau protes kenapa ada iklan yang macet-macet saat streaming #AhokDjarot #Badja,mau protes ada iklan macetmacet streaming,neutral
Menata jakarta bukan menata Kata-kata! #debatpilkadaDKI #gw2,tata jakarta bukan NOT_tata NOT_katakata,neutral
#pilkadadki2017 pilkada dki 2017 itu sangat rasis dan agamis. Buktinya ras china pilih ahok 100% dan pemeluk kristen pilih ahok 100%,pilkada dki sangat ras agam bukti ras china pilih ahok peluk kristen pilih ahok,neutral
"Lholho ini kenapa pendukung ahok, DP 0% teruntuk kaum dhuafa, situ kan uangnya sudah banyak. <Bomb> #DP0% #AhokKeok #PilkadaDKI #pilkadadki201",lholho kenapa dukung ahok dp untuk kaum dhuafa situ uang banyak bomb,neutral
"dulu #Jakarta tidak pernah terpecah belah, tapi sejak ada orang asing #jakarta terpecah <Broken Heart> #AkuCoblosAniesSandi #pilkadadki2017 #PilkadaDK",dulu pernah pecah belah sejak orang asing pecah broken heart,neutral
Ha-ha-ha. sUdah tidak adil nih bangsa. Kalian masih mau milih no 2? Cina? Hah? <Speak-No-Evil> #AkuCoblosAniesSandi #PilkadaDKI #pilkadadki2017,hahaha tidak NOT_adil NOT_bangsa kalian mau milih no cina hah speaknoevil,neutral
Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir. <Fire> <Fire> #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin,akan beri tunjuk orangorang zalim tetap haram pimpin kafir fire fire,neutral
Jangan sampai allah mengAzab kalian wahai orang2 muslim yang memilih pemimpin kafir <High Voltage> <High Voltage> #pilkadadki2017 #PilkadaDKI,jangan NOT_allah NOT_azab kalian wahai orang muslim pilih pimpin kafir high voltage high voltage,neutral
Saya tidak bisa move on sampai sekarang lihatin Ahok + Djarot kalah <Slightly Frowning Face>,tidak NOT_move NOT_on sekarang lihatin ahok djarot kalah slightly frowning face,neutral
tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>,bapak gubernur knp saat kjp anak tidak NOT_turun NOT_sudah hampir bulan jelang pilkada dki sekarang confused face,neutral
KAFIR Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin <Fire> <Fire> <Fire> <Fire>,kafir tetap haram pimpin kafir fire fire fire fire,neutral
Kuota lagi habis makanya tidak mengikuti berita #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot,kuota habis makanya ikut berita,neutral
Memilih paslon no 3 yang pernah gagal menjalankan tugas sebelumnya adalah melecehkan akal sehat. #AhokDjarot,pilih paslon no pernah gagal jalan tugas belum NOT_leceh NOT_akal sehat,neutral
"mendadak santun & toleran gini <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face> ....bukan gara"" deket tgl 19 April kan ? <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> #indonesia #voteahok #ahokdjarot #ahok",dadak santun toleran gin zippermouth face zippermouth face zippermouth face bukan NOT_gara NOT_deket tgl april face with tears of joy face with tears of joy face with tears of joy,neutral
kemarin bilang tidak setuju syariah . lah ini apa ?? #indonesia #badja #ahokdjarot #pilkadaDKI,kemarin bilang tuju syariah apa,neutral
"apa yang kamu mau perangi kalau faktanya benar, yang ada pengikutmu cuma bisa caci maki saja #indonesia #bubarkanFPI #badja #ahokdjarot #mat",apa kamu mau rang kalau fakta benar ada ikut cuma caci maki,neutral
"Kasih Iming-iming KJL kepada Orangtua, Ahok-Djarot Diminta Jangan Menipu Lansia #News #AhokDjarot",kasih imingiming kjl orangtua ahokdjarot minta jangan NOT_tipu NOT_lansia,neutral
"Kampanyenya ngomong program ini program itu, jadi mentri aja dipecat <FACE WITH TEARS OF JOY> mending liat yang udah ada hasil kerja ada deh #AhokDjarot",kampanye ngomong program program jadi tri pecat face with tears of joy mending liat sudah hasil kerja,neutral
omonganmu tidak cocok dengan fakta <Thumbs Down> <Thumbs Down> #pilkadaDKI #voteahok #badja #ahokdjarot #DKI,omong cocok fakta thumbs down thumbs down,neutral
PDI-P perkuat kemenangan Ahok-Djarot #pilkadaDKI2017.,pdip kuat menang ahokdjarot,neutral
Inilah pemenang #PilkadaDKI2017 yang sesungguhnya. Mereka harus mengalah agar Jakarta tidak pecah oleh politik sara yang brutal dari pihak,ini menang sungguh harus kalah jakarta pecah politik sara brutal pihak,neutral
Hujan Sembako dari Ahok-Djarot Jadi Sedekah bagi Anies-Sandi #PilkadaDKI2017,hujan sembako ahokdjarot jadi sedekah aniessandi,neutral
"Dalam hitungan saya, pemenang sesungguhnya dalam #PilkadaDKI2017 adalah #AhokDjarot, tapi mereka harus mengalah untuk kepentingan nasional.",hitung menang sungguh adalah mereka kalah penting nasional,neutral
terima kasih pak ahok #pilkadadki2017,terima kasih pak ahok,neutral
"Sempat terkejut karena Bapak Ahok kalah dalam versi Quick Count #pilkadadki2017. Tidak apa-apa, tetep keren terus ya pak! Tetap menginspiras",sempat kejut bapak ahok kalah versi quick count apaapa tetep keren terus pak tetap menginspiras,neutral
"Jadi serahkan semua takdir kehidupan kepada Tuhan, kita hanya menjalankan sebaik mungkin. Bukan begitu pak #pilkadadki2017",jadi serah semua takdir hidup tuhan hanya jalan baik mungkin bukan NOT_pak,neutral
Trimakasih pak atas kinerja bapak degan pak djarot dalam memimpin dki. #pilkadadki2017,trimakasih pak atas kerja bapak degan pak djarot pimpin dki,neutral
"Melihat para , harapan itu kembali hidup. Mereka akan jadi ahok masa depan. Menyelamatkan NKRI dari tikus berdasi. #pilkadadki2017",lihat harap kembali hidup akan jadi ahok masa depan selamat nkri tikus das,neutral
Selamat istirahat pak Setelah ronde panjang melawan penjahat Anda telah menang #pilkadajakarta #pilkadadki2017 #BasukiDjarot,selamat istirahat pak ronde panjang lawan jahat telah menang,neutral
Kekuasaan itu Tuhan yang kasih Tuhan juga yang ambil. #TerimakasihPakAhok saya bangga memilih Pak Ahok #pilkadadki2017 #TerimaKasihAhok,kuasa tuhan kasih tuhan yang ambil bangga pilih pak ahok,neutral
"Yang 1 itu selama kerja sudah terbukti, yang diomongin jadi kenyataan. Yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017",itu lama kerja bukti diomongin jadi nyata jadi menteri pecat ini,neutral
"Tidak apa-apa Ahok kalah, supaya sedikit aman. Coba Ahok menang, calo akhirat pada ribet teriak-teriak di monas. #PilkadaDKI #pilkadadki2017",apaapa ahok kalah sedikit aman coba ahok menang calo akhirat ribet teriakteriak monas,neutral
Untuk bpk terima kasih untuk perjuanganmu selama 5 tahun terakhir. Kami akan terus mendukungmu terbang lebih tinggi lagi.#pilkada,bpk terima kasih juang lama tahun akhir akan terus dukung terbang lebih tinggi,neutral
Artis pendukung Ahok selamati rekannya pendukung Anies #PilkadaDKI2017,artis dukung ahok selamat rekan dukung anies,neutral
"Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan, mari bersatu untuk maju.#pilkadadki2017",saat terima gubernur baru terima kasih gubernur lama sudah selisih satu maju,neutral
saya mendukungmu di pilkada ini dengan sepenuh hati. Semoga menang menang merdeka,dukung pilkada dengan sepenuh hati moga menang menang merdeka,neutral
#pilkadadki2017 sangat mencintaimu pak . Menanglah dan lanjutkan,sangat cinta pak menang lanjut,neutral
#HasilC10 #Ba2ukiDjarot #pilkadadki2017 #MataRakyat #KawalPilkada unggul di TPS 58 Duri Kosambi Cengkareng,unggul tps duri kosambi cengkareng,neutral
"Warga Pluit : Kami Pilih Ahok Karena Kerjanya, Bukan Satu Etnis. #pilkadadki2017 #wargapluit",warga pluit pilih ahok kerja bukan NOT_satu NOT_etnis,neutral
Selesai untuk beberapa waktu. Kami tetap setia #pilkadadki2017,selesai beberapa waktu tetap setia,neutral
Usai Nyoblos Ahok Hanya Tersenyum. #pilkadadki2017 #ahok,usai nyoblos ahok senyum,neutral
"Warga bekasi-tangerang-bogor-depok dihimbau agar mencoblos No.3,jangan (((No.2))) Dan bagi SEMUA warga DKI coblos (((No.2))) #PilkadaDki2017",warga bekasitangerangbogordepok dihimbau coblos nojangan no bagi semua warga dki coblos no,neutral
Selamat Pagi Salam 2 Jari untuk #pilkadadki2017 #pilkadajakarta,selamat pagi salam jari,neutral
"Mari kita berdoa, agar mereka semua dengan hati yang bersih coblos paslon no 2 . Berdoa dimulai... #pilkadadki2017",kita doa mereka semua hati bersih coblos paslon no doa mulai,neutral
"Meski Saya warga Sultra, tetapi Saya dukung Ahok Djarot Untuk Gub.DKI Jakarta #pilkadadki2017 #pilkadajakarta #ahokmenang #ahok",meski warga sultra saya dukung ahok djarot gubdki jakarta,neutral
"Apa yang dicari.? Pilih gubernur, yang bisa mimpin jakarta. Bukan yang hanya omong kosong #BesokGuaAhok #pilkadadki2017 #PastikanBesokDua",apa cari pilih gubernur bisa mimpin jakarta bukan NOT_hanya NOT_omong kosong,neutral
satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017,satu orang pimpin tahu bagaimana cara pimpin lebih baik pada ribu orang ajar pimpin,neutral
#PilkadaDKI2017 KH Said Aqil Sebut #Ahok-Djarot Sejalan dengan NU,kh said aqil sebut djarot jalan nu,neutral
Kita Butuh Pemimpin BERMUTU Bukan Sebatas penjaja KARTU di #pilkadadki2017 Nanti Semoga Sukses dan menang,butuh pimpin mutu bukan NOT_batas NOT_jaja kartu nanti moga sukses menang,neutral
3 hari lagi menuju #pilkadadki2017 .dari provinsi jambi aku turut mengAMINkan tuit ini moga pak purnama Dan pak hidayat terpilih,hari tuju provinsi jambi turut amin tuit moga pak purnama pak hidayat pilih,neutral
Iwan Fals saja pilih Ahok Djarot..tahu kan konsistennya Iwan Fals melawan korupsi ? #pilkadadki2017,iwan fals pilih ahok djarottahu konsisten iwan fals lawan korupsi,neutral
Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta,tanggal pilih hati nurani,neutral
